Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,temp,location,clouds,pressure,rain,time_stamp,humidity,wind,surge_factor
71,30,Rural,Regular,60,4.83,Evening,Premium,156,501.801349985356,0.2375,Haymarket Square,0.34,0.9913,0.2701,1544773501,0.5926,0.123,1.2817
65,38,Urban,Regular,13,4.77,Morning,Premium,132,610.7325514755008,0.2386,North End,0.34,0.9913,0.0,1544773501,0.5926,0.123,1.2279
64,29,Urban,Silver,66,3.79,Night,Premium,37,194.26239936468437,0.2367,North Station,0.34,0.9913,0.2993,1544773501,0.5926,0.1224,1.2874
48,38,Urban,Silver,45,4.17,Afternoon,Economy,87,318.2101259853132,0.2311,Northeastern University,0.34,0.991,0.1942,1544773501,0.6111,0.1219,1.2664
76,42,Rural,Gold,95,3.93,Morning,Economy,180,512.6251102173163,0.2369,South Station,0.33,0.9915,0.0433,1544773501,0.6111,0.1235,1.2357
76,53,Urban,Regular,77,3.67,Afternoon,Premium,179,555.8919187631545,0.2344,Theatre District,0.33,0.9913,0.2204,1544773501,0.6111,0.123,1.2707
71,14,Suburban,Silver,8,4.44,Night,Economy,76,242.15886076969636,0.2347,West End,0.34,0.9913,0.0,1544773501,0.5926,0.1224,1.2272
76,9,Urban,Silver,64,4.16,Evening,Economy,10,41.40499127744981,0.8994,Back Bay,0.91,0.7049,0.0,1544899501,0.5185,0.2912,1.3969
51,14,Rural,Gold,16,3.51,Night,Premium,30,180.88655372559683,0.8989,Boston University,0.92,0.7051,0.0,1544899501,0.5185,0.2856,1.3978
88,38,Rural,Gold,29,3.73,Evening,Premium,167,537.8971058809161,0.9011,Haymarket Square,0.9,0.7051,0.0056,1544899501,0.5185,0.2968,1.3974
60,24,Rural,Gold,5,3.79,Afternoon,Premium,154,556.6629286327259,0.9011,North End,0.89,0.7051,0.0,1544899501,0.5185,0.2979,1.3949
73,55,Rural,Regular,55,4.2,Afternoon,Economy,52,158.5563431447304,0.9039,North Station,0.9,0.7054,0.2317,1544899501,0.5,0.2957,1.442
23,10,Urban,Silver,80,3.88,Afternoon,Economy,22,59.4454065021933,0.9047,Northeastern University,0.92,0.7047,0.0405,1544899501,0.5185,0.2884,1.407
74,27,Suburban,Silver,51,3.75,Morning,Premium,111,334.1449975015087,0.6588,Beacon Hill,0.92,0.5724,0.1194,1544989502,0.5185,0.5472,1.3986
49,6,Suburban,Gold,18,4.41,Night,Premium,148,443.7750198288772,0.646,Boston University,0.95,0.5707,0.0003,1544989502,0.537,0.5198,1.3754
31,8,Rural,Gold,7,3.57,Night,Economy,35,145.24203735141535,0.6806,Financial District,0.93,0.5724,0.0,1544989502,0.4815,0.5551,1.3784
57,46,Rural,Regular,42,4.39,Morning,Economy,56,210.6317666138125,0.6516,North Station,0.95,0.5712,0.1087,1544989502,0.5185,0.5344,1.3985
64,19,Suburban,Regular,35,4.02,Afternoon,Economy,39,152.22919256822726,0.6611,Northeastern University,0.93,0.572,0.0,1544989502,0.5185,0.545,1.3763
86,76,Suburban,Regular,84,4.99,Night,Economy,149,612.446726848697,0.6608,Theatre District,0.93,0.5722,0.0649,1544989502,0.5185,0.5523,1.39
54,28,Suburban,Regular,73,3.56,Morning,Premium,51,250.28588237277447,0.6499,West End,0.95,0.5712,0.0,1544989502,0.537,0.5338,1.3773
85,37,Rural,Gold,10,3.76,Night,Premium,61,309.08254473187293,0.5747,Haymarket Square,0.94,0.5782,0.3303,1543232110,0.9259,0.1168,1.4091
58,15,Rural,Regular,14,4.76,Night,Premium,12,94.1609176991503,0.7684,Beacon Hill,0.41,0.7126,0.1915,1544910302,0.463,0.3555,1.345
96,27,Rural,Gold,21,4.37,Night,Premium,57,243.93730652889337,0.7675,Fenway,0.41,0.7126,0.0875,1544910302,0.463,0.3482,1.3234
58,31,Suburban,Silver,32,4.87,Evening,Premium,85,331.19305388667465,0.8075,Financial District,0.41,0.7126,0.237,1544910302,0.4074,0.36,1.3577
77,45,Suburban,Silver,88,4.16,Morning,Economy,151,595.2312211886215,0.7667,Northeastern University,0.41,0.7124,0.0,1544910302,0.463,0.351,1.306
93,73,Rural,Regular,78,3.81,Night,Premium,106,465.962681649944,0.8064,South Station,0.41,0.7126,0.144,1544910302,0.4074,0.36,1.3389
44,11,Rural,Regular,56,3.83,Afternoon,Premium,18,104.75201005936664,0.7659,West End,0.42,0.7126,0.0997,1544910302,0.463,0.3566,1.3279
20,10,Rural,Regular,54,4.12,Morning,Premium,168,784.0551260339382,0.1282,Back Bay,0.08,0.8229,0.108,1544672505,0.037,0.2929,1.1663
70,40,Suburban,Regular,9,3.77,Evening,Economy,130,382.9299378688001,0.1277,Beacon Hill,0.08,0.8229,0.2381,1544672505,0.037,0.2968,1.1926
42,12,Rural,Gold,92,4.5,Afternoon,Economy,123,319.2967130915861,0.1241,Boston University,0.08,0.8231,0.1684,1544672505,0.0556,0.284,1.1778
87,33,Rural,Regular,53,4.15,Evening,Economy,143,640.1373391067773,0.1266,Fenway,0.08,0.8231,0.1111,1544672505,0.0556,0.2862,1.1669
70,43,Suburban,Gold,47,4.31,Morning,Economy,57,243.4933853851045,0.1319,Financial District,0.08,0.8229,0.0,1544672505,0.037,0.3024,1.1462
61,15,Urban,Gold,29,4.49,Afternoon,Economy,32,135.005874109167,0.1299,Haymarket Square,0.08,0.8229,0.0,1544672505,0.037,0.3013,1.1458
71,36,Suburban,Silver,69,4.37,Morning,Economy,110,392.9639432866157,0.1308,North End,0.08,0.8229,0.058,1544672505,0.037,0.3024,1.1576
81,33,Suburban,Regular,41,4.93,Afternoon,Premium,162,617.2885000560723,0.1291,North Station,0.08,0.8229,0.0859,1544672505,0.037,0.299,1.1626
87,64,Rural,Silver,69,4.55,Evening,Premium,65,310.7883994951958,0.1291,Northeastern University,0.08,0.8229,0.0,1544672505,0.0556,0.2907,1.1455
85,65,Suburban,Regular,73,4.65,Afternoon,Premium,165,770.0708908209459,0.133,South Station,0.08,0.8229,0.385,1544672505,0.037,0.3024,1.2233
91,65,Urban,Regular,40,3.58,Evening,Economy,141,373.50470759834695,0.1308,Theatre District,0.08,0.8229,0.2695,1544672505,0.037,0.299,1.1996
83,57,Rural,Silver,80,4.6,Night,Premium,172,814.4195559447121,0.1282,West End,0.08,0.8229,0.1515,1544672505,0.037,0.2979,1.1755
64,10,Suburban,Gold,75,3.61,Morning,Premium,155,473.34669329802574,0.2693,North Station,0.22,0.712,0.0831,1544407113,0.2407,0.2258,1.1958
69,22,Rural,Silver,25,4.41,Night,Premium,74,266.76777889406367,0.2272,South Station,0.22,0.712,0.0465,1544407113,0.2963,0.2264,1.185
37,12,Rural,Silver,15,3.73,Evening,Economy,142,369.36165888010754,0.268,West End,0.22,0.712,0.0,1544407113,0.2407,0.2253,1.179
93,28,Urban,Silver,63,3.9,Evening,Economy,38,111.72394123957052,0.2593,Beacon Hill,0.25,0.7098,0.0839,1544409307,0.2593,0.2689,1.204
66,49,Rural,Gold,42,4.56,Afternoon,Economy,124,429.94835612457183,0.2598,Haymarket Square,0.25,0.7098,0.1071,1544409307,0.2593,0.2717,1.209
47,36,Rural,Silver,100,4.2,Morning,Economy,103,414.77830030238334,0.2604,South Station,0.25,0.7098,0.0,1544409307,0.2778,0.2711,1.1885
71,30,Rural,Regular,45,4.16,Evening,Premium,53,227.1825700126456,0.513,Back Bay,0.6,0.2486,0.1169,1543472561,0.463,0.5416,1.2925
58,19,Urban,Silver,47,3.97,Evening,Economy,77,247.4420018201041,0.5144,Boston University,0.6,0.2488,0.0538,1543472561,0.463,0.5372,1.2797
100,18,Suburban,Silver,50,4.89,Morning,Premium,51,213.8232968736634,0.5127,North End,0.61,0.2479,0.0,1543472561,0.463,0.545,1.2708
94,28,Urban,Regular,59,4.45,Night,Economy,173,652.5878909594384,0.5096,North Station,0.61,0.2481,0.0,1543472561,0.463,0.5433,1.2702
49,6,Rural,Silver,23,4.65,Night,Premium,69,289.6463054085282,0.506,Northeastern University,0.6,0.2488,0.0205,1543472561,0.4815,0.5411,1.2731
42,7,Rural,Gold,90,3.67,Evening,Economy,32,123.762469326047,0.5219,South Station,0.6,0.2481,0.3175,1543472561,0.4444,0.5461,1.3334
79,63,Urban,Gold,56,4.66,Evening,Premium,70,292.5906288976858,0.5066,Theatre District,0.6,0.2481,0.1456,1543472561,0.4815,0.5444,1.2984
59,5,Rural,Gold,17,4.97,Evening,Premium,143,440.93951077757487,0.5082,West End,0.61,0.2481,0.0,1543472561,0.463,0.5428,1.27
54,7,Urban,Regular,91,3.75,Night,Economy,97,298.3226183929867,0.4191,Back Bay,0.46,0.0785,0.1365,1543393620,0.6481,0.3292,1.2323
60,6,Rural,Silver,65,4.76,Morning,Economy,168,629.2044295696749,0.418,Beacon Hill,0.45,0.0783,0.0,1543393620,0.6667,0.3304,1.2044
26,13,Suburban,Silver,4,3.63,Night,Premium,123,441.99619244539696,0.418,Boston University,0.47,0.0787,0.2135,1543393620,0.6481,0.3242,1.2486
90,10,Rural,Silver,59,4.44,Morning,Premium,147,691.5012905566776,0.4166,Fenway,0.47,0.0787,0.0131,1543393620,0.6667,0.3264,1.2095
34,12,Suburban,Silver,38,4.18,Afternoon,Economy,24,106.94859059241988,0.4409,Financial District,0.45,0.0783,0.0617,1543393620,0.6111,0.3343,1.2178
80,34,Suburban,Silver,84,3.8,Night,Economy,174,561.4385219871201,0.4194,Haymarket Square,0.44,0.0781,0.2449,1543393620,0.6481,0.3326,1.2514
21,7,Rural,Regular,58,4.31,Morning,Premium,75,328.45835687553256,0.4199,North End,0.44,0.0781,0.0,1543393620,0.6481,0.3331,1.2025
97,71,Suburban,Silver,52,4.32,Evening,Economy,36,133.38738314122594,0.4191,North Station,0.44,0.0781,0.0,1543393620,0.6481,0.3309,1.2022
64,7,Suburban,Regular,92,4.58,Evening,Premium,16,114.6992021313152,0.416,Northeastern University,0.47,0.0787,0.0,1543393620,0.6667,0.3292,1.207
47,34,Rural,Gold,16,4.38,Evening,Premium,46,237.14338896943255,0.4401,South Station,0.45,0.0783,0.2079,1543393620,0.6111,0.3348,1.247
44,28,Rural,Gold,30,3.93,Evening,Premium,42,157.10657171647188,0.4166,Theatre District,0.45,0.0785,0.0,1543393620,0.6667,0.3326,1.2044
21,9,Suburban,Gold,13,4.01,Evening,Economy,127,431.251597706785,0.4177,West End,0.45,0.0783,0.0,1543393620,0.6667,0.3309,1.2044
57,37,Urban,Gold,59,3.92,Evening,Economy,159,585.8075881778408,0.5736,Fenway,0.91,0.5449,0.0156,1543210158,0.9074,0.133,1.3388
62,5,Rural,Silver,51,4.4,Afternoon,Economy,160,647.204374917644,0.5789,North Station,0.92,0.5451,0.145,1543210158,0.8889,0.1325,1.366
25,6,Urban,Gold,60,3.91,Evening,Premium,145,559.578839787104,0.5773,South Station,0.92,0.5451,0.2288,1543210158,0.9074,0.1414,1.3844
92,33,Suburban,Silver,70,3.69,Evening,Premium,46,173.1505322724627,0.5773,West End,0.92,0.5451,0.0141,1543210158,0.9074,0.133,1.3406
38,7,Rural,Gold,46,3.79,Night,Economy,78,198.17046750812372,0.5868,South Station,0.94,0.5438,0.0208,1543208581,0.8704,0.1599,1.3471
99,31,Urban,Silver,0,3.54,Morning,Economy,50,192.7088692483722,0.594,Back Bay,0.18,0.4551,0.2227,1543528374,0.2593,0.4723,1.2663
35,7,Rural,Regular,65,4.19,Night,Economy,65,165.0758241756551,0.5929,Beacon Hill,0.17,0.4549,0.0,1543528374,0.2593,0.4824,1.2211
30,13,Urban,Gold,53,3.68,Night,Premium,124,379.4680328899806,0.5915,Boston University,0.19,0.4551,0.0237,1543528374,0.2593,0.4578,1.2262
28,6,Urban,Gold,53,4.48,Night,Premium,148,461.10955384851616,0.5949,Fenway,0.19,0.4551,0.0984,1543528374,0.2593,0.4572,1.2416
59,47,Rural,Silver,73,3.54,Night,Economy,75,234.5672445982206,0.6164,Financial District,0.16,0.4549,0.1318,1543528374,0.2222,0.4902,1.2484
24,13,Urban,Silver,50,4.26,Night,Premium,141,540.0620306756346,0.5988,Haymarket Square,0.16,0.4549,0.0081,1543528374,0.2593,0.4925,1.2231
21,6,Suburban,Regular,15,3.81,Evening,Premium,80,318.8415033130425,0.5996,North End,0.16,0.4549,0.0783,1543528374,0.2593,0.4958,1.2376
84,54,Suburban,Silver,59,4.98,Afternoon,Premium,43,196.31514152174805,0.5999,North Station,0.17,0.4549,0.0,1543528374,0.2593,0.4908,1.223
100,50,Urban,Silver,83,4.91,Morning,Premium,173,622.4914304114809,0.5991,Northeastern University,0.18,0.4551,0.0,1543528374,0.2407,0.4628,1.2207
30,11,Urban,Silver,99,4.96,Evening,Economy,83,349.6745279402746,0.6169,South Station,0.16,0.4549,0.1323,1543528374,0.2222,0.488,1.2484
45,35,Rural,Regular,0,4.58,Afternoon,Premium,41,206.1473318707726,0.601,Theatre District,0.17,0.4549,0.0,1543528374,0.2407,0.483,1.2215
53,35,Urban,Gold,35,3.92,Afternoon,Premium,166,635.9330544824535,0.5985,West End,0.17,0.4549,0.0815,1543528374,0.2593,0.4874,1.2388
65,41,Rural,Gold,51,3.57,Night,Premium,48,251.1121418065252,0.5543,Back Bay,0.19,0.0868,0.1315,1543362320,0.5185,0.5405,1.2266
93,6,Rural,Silver,85,4.47,Night,Economy,107,324.098767437868,0.5571,Beacon Hill,0.14,0.0826,0.0296,1543362320,0.4815,0.4438,1.1872
28,5,Rural,Regular,69,4.49,Morning,Premium,132,425.4887347951667,0.5583,Boston University,0.15,0.083,0.0958,1543362320,0.4815,0.4315,1.2009
38,8,Urban,Silver,78,3.57,Night,Economy,114,470.2690237026412,0.5543,Fenway,0.15,0.0832,0.0,1543362320,0.4815,0.4326,1.1813
25,6,Urban,Regular,69,4.45,Evening,Premium,94,398.051725971793,0.5694,Financial District,0.14,0.0826,0.0471,1543362320,0.463,0.4489,1.1921
76,23,Rural,Regular,64,3.57,Night,Premium,115,564.9317250247195,0.5571,Haymarket Square,0.14,0.0824,0.1526,1543362320,0.4815,0.4483,1.2122
22,7,Suburban,Gold,73,4.91,Morning,Premium,73,238.31899146487595,0.558,North End,0.14,0.0821,0.0941,1543362320,0.4815,0.45,1.2008
40,5,Rural,Silver,17,4.55,Afternoon,Economy,72,184.9552256292673,0.556,North Station,0.14,0.0821,0.0,1543362320,0.4815,0.4472,1.1814
89,16,Suburban,Regular,27,4.86,Afternoon,Economy,161,624.305615960136,0.5541,Northeastern University,0.15,0.0832,0.1027,1543362320,0.4815,0.436,1.2022
31,21,Suburban,Silver,77,4.83,Afternoon,Economy,107,389.3845083155804,0.5686,South Station,0.14,0.0828,0.1661,1543362320,0.463,0.4483,1.2158
92,45,Rural,Silver,59,4.23,Morning,Premium,121,574.8939389332888,0.5546,Theatre District,0.14,0.0828,0.0,1543362320,0.4815,0.4455,1.1811
58,32,Urban,Gold,92,4.59,Afternoon,Premium,111,517.9444619823878,0.5549,West End,0.14,0.0824,0.2234,1543362320,0.4815,0.4455,1.2258
58,20,Rural,Silver,42,3.51,Evening,Economy,125,527.1792011771714,0.5412,Boston University,0.42,0.751,0.0305,1544942702,0.5185,0.37,1.2883
36,7,Suburban,Regular,26,4.35,Morning,Economy,59,201.49683080394215,0.5837,South Station,0.42,0.7506,0.1287,1544942702,0.4444,0.3991,1.3135
66,40,Rural,Regular,93,4.86,Evening,Economy,153,627.0167510146084,0.546,West End,0.41,0.7531,0.2284,1544942702,0.5185,0.4164,1.332
76,54,Urban,Regular,58,4.05,Evening,Economy,74,218.6251778894482,0.7619,Back Bay,0.06,0.2972,0.0,1543881174,0.2037,0.4639,1.2096
55,23,Urban,Gold,46,4.58,Afternoon,Premium,150,654.676536309137,0.7614,Beacon Hill,0.06,0.297,0.0,1543881174,0.2037,0.4662,1.2097
21,8,Urban,Regular,57,4.78,Night,Premium,84,293.5602166445157,0.7614,Boston University,0.06,0.2972,0.0366,1543881174,0.2037,0.4494,1.2154
61,45,Rural,Gold,42,4.25,Afternoon,Economy,102,421.98526198279467,0.7583,Fenway,0.06,0.2972,0.0,1543881174,0.2222,0.4556,1.2091
72,62,Suburban,Regular,48,3.82,Evening,Economy,126,553.7408048680613,0.7619,Haymarket Square,0.05,0.2968,0.2978,1543881174,0.2037,0.4707,1.2683
65,18,Rural,Gold,65,4.01,Morning,Economy,111,330.62430999065225,0.7631,North End,0.05,0.2968,0.0,1543881174,0.2037,0.4729,1.2091
20,8,Rural,Silver,27,4.99,Morning,Economy,83,261.4451502998812,0.7611,North Station,0.06,0.2968,0.0022,1543881174,0.2037,0.4673,1.2102
22,7,Suburban,Silver,16,4.1,Night,Economy,147,520.0637873298249,0.7589,Northeastern University,0.05,0.2972,0.1002,1543881174,0.2037,0.4634,1.2276
72,49,Suburban,Gold,15,4.34,Night,Premium,19,117.63327810103034,0.7726,South Station,0.05,0.297,0.0,1543881174,0.1852,0.4785,1.2102
42,30,Urban,Regular,26,4.79,Afternoon,Economy,138,493.0149508584995,0.76,Theatre District,0.05,0.297,0.0228,1543881174,0.2037,0.4734,1.2133
100,54,Suburban,Regular,91,4.59,Night,Premium,61,203.1132957396489,0.7597,West End,0.06,0.2968,0.1148,1543881174,0.2037,0.4667,1.2324
87,32,Suburban,Silver,38,4.76,Afternoon,Economy,114,421.7762985074602,0.525,Back Bay,0.6,0.1967,0.0309,1543454683,0.4815,0.5629,1.275
36,8,Urban,Gold,47,4.07,Afternoon,Economy,77,305.0088858607341,0.5239,Beacon Hill,0.59,0.1963,0.0617,1543454683,0.5,0.564,1.2805
70,38,Urban,Silver,99,4.19,Morning,Economy,76,317.77188818101894,0.5258,Boston University,0.6,0.1971,0.0055,1543454683,0.4815,0.5556,1.2693
41,7,Urban,Gold,4,4.15,Night,Economy,83,364.9140560714328,0.5191,Fenway,0.6,0.1971,0.0,1543454683,0.5,0.5584,1.2684
59,40,Rural,Gold,64,4.72,Night,Economy,157,398.3194964103068,0.4786,Financial District,0.59,0.1961,0.1154,1543454683,0.5741,0.569,1.2886
33,14,Urban,Regular,38,4.89,Morning,Economy,127,461.3060120664082,0.4767,South Station,0.59,0.1961,0.3004,1543454683,0.5741,0.5702,1.3254
70,26,Urban,Silver,15,3.67,Night,Premium,70,358.2348071386952,0.518,Theatre District,0.6,0.1963,0.0762,1543454683,0.5,0.5674,1.2843
45,7,Rural,Regular,87,4.35,Evening,Economy,74,224.3071067625652,0.52,West End,0.59,0.1961,0.1029,1543454683,0.5,0.5646,1.2881
98,71,Suburban,Regular,83,4.55,Morning,Economy,139,558.3815496134125,0.4267,Back Bay,0.82,0.2885,0.0245,1545111901,0.3704,0.6383,1.3031
75,63,Urban,Gold,42,4.55,Evening,Premium,138,660.4425622593634,0.4258,Beacon Hill,0.83,0.2863,0.0514,1545111901,0.3704,0.6685,1.3127
100,34,Rural,Gold,33,4.75,Night,Economy,156,537.4486716625657,0.4286,Boston University,0.91,0.2944,0.0195,1545111901,0.3704,0.6512,1.3178
76,23,Urban,Silver,53,3.94,Evening,Economy,117,480.104370355134,0.4253,Fenway,0.83,0.2874,0.0104,1545111901,0.3704,0.6473,1.3024
32,12,Urban,Silver,69,3.68,Morning,Economy,55,162.28310451017555,0.4241,Haymarket Square,0.81,0.2876,0.0397,1545111901,0.3704,0.6523,1.3056
35,23,Suburban,Gold,58,3.78,Afternoon,Economy,164,638.0445145215127,0.4269,North End,0.83,0.2857,0.0359,1545111901,0.3519,0.6792,1.3098
30,16,Suburban,Gold,89,3.63,Afternoon,Economy,142,420.1110979571745,0.4247,North Station,0.83,0.2861,0.041,1545111901,0.3704,0.6747,1.311
75,56,Urban,Regular,66,3.69,Evening,Premium,22,124.49060049402551,0.4233,Theatre District,0.83,0.2863,0.0348,1545111901,0.3704,0.6702,1.3091
25,6,Rural,Regular,23,3.95,Morning,Premium,55,235.27811761739352,0.6055,Financial District,0.82,0.2496,0.1632,1545075902,0.5556,0.4841,1.3476
88,16,Suburban,Gold,26,4.18,Morning,Economy,32,127.33149010162909,0.6052,South Station,0.82,0.2498,0.0,1545075902,0.5556,0.4846,1.315
43,26,Rural,Silver,69,4.9,Evening,Economy,107,391.0269903920518,0.5848,West End,0.82,0.2498,0.2936,1545075902,0.5926,0.4813,1.3722
39,20,Rural,Silver,97,4.25,Morning,Economy,121,319.5430197104816,0.6167,Back Bay,1.0,0.4963,0.0704,1545007501,0.7222,0.5858,1.4009
77,63,Suburban,Gold,72,4.56,Morning,Economy,113,380.2853707615285,0.6175,Haymarket Square,1.0,0.4967,0.0602,1545007501,0.7222,0.5914,1.3996
41,14,Suburban,Silver,59,4.72,Morning,Premium,49,179.62342246641472,0.6189,North End,1.0,0.4967,0.0576,1545007501,0.7037,0.5931,1.3985
51,20,Rural,Silver,97,4.8,Morning,Economy,130,452.112640122952,0.6153,North Station,1.0,0.4969,0.0615,1545007501,0.7222,0.588,1.3992
30,10,Suburban,Gold,86,4.95,Evening,Economy,149,565.6691466337952,0.6085,Theatre District,1.0,0.4952,0.064,1545007501,0.7407,0.5959,1.4002
29,8,Urban,Gold,52,4.68,Afternoon,Premium,121,402.1558775823215,0.5485,North Station,1.0,0.466,0.0077,1545014702,0.8889,0.569,1.3818
21,5,Rural,Gold,8,4.44,Afternoon,Premium,159,689.8421599513094,0.5471,West End,1.0,0.4658,0.0077,1545014702,0.9074,0.5679,1.3823
50,15,Suburban,Regular,62,4.51,Night,Economy,83,307.6469280930268,0.6767,Back Bay,0.99,0.3053,0.1883,1543286720,0.8148,0.6154,1.4205
61,42,Rural,Gold,11,3.72,Night,Economy,52,186.5262770863605,0.6753,Beacon Hill,0.99,0.3057,0.1473,1543286720,0.8148,0.6221,1.4128
67,5,Suburban,Silver,81,4.53,Morning,Premium,14,91.06777716361007,0.6756,Boston University,0.99,0.3055,0.2046,1543286720,0.8148,0.597,1.4218
73,22,Suburban,Regular,26,4.99,Night,Economy,33,143.8549860520897,0.6739,Fenway,0.99,0.3051,0.2293,1543286720,0.8333,0.602,1.4278
35,18,Urban,Gold,27,3.82,Morning,Economy,158,553.837359075948,0.677,Financial District,0.99,0.3055,0.1546,1543286720,0.8148,0.6344,1.4157
96,58,Urban,Silver,25,3.61,Morning,Economy,85,336.56848365859423,0.6762,Haymarket Square,0.99,0.306,0.1277,1543286720,0.8148,0.6305,1.4099
38,28,Urban,Gold,8,4.83,Morning,Economy,29,95.02020685904614,0.677,North End,0.99,0.306,0.1246,1543286720,0.8148,0.6339,1.4097
75,28,Urban,Gold,6,4.02,Evening,Premium,171,575.0117219060105,0.6753,North Station,0.99,0.306,0.1213,1543286720,0.8148,0.6266,1.4081
57,26,Suburban,Silver,92,4.11,Afternoon,Premium,58,264.675747588135,0.6742,Northeastern University,0.99,0.3051,0.2318,1543286720,0.8333,0.611,1.4293
36,10,Rural,Gold,65,3.54,Night,Economy,53,185.61792391524813,0.6767,South Station,0.99,0.3055,0.1716,1543286720,0.8148,0.635,1.4191
73,27,Rural,Gold,98,3.97,Evening,Economy,57,251.1556502722435,0.6739,West End,0.99,0.306,0.1323,1543286720,0.8333,0.6249,1.4108
68,29,Rural,Gold,51,3.99,Evening,Economy,110,299.689056274687,0.4378,Financial District,0.9,0.2927,0.0412,1545111902,0.3519,0.6797,1.3237
25,9,Rural,Gold,11,3.58,Night,Economy,31,92.65681121424488,0.4247,Northeastern University,0.83,0.2872,0.0065,1545111902,0.3704,0.6529,1.302
97,25,Urban,Regular,95,4.91,Night,Premium,101,332.2293764400841,0.4376,South Station,0.81,0.2876,0.035,1545111902,0.3519,0.6523,1.3057
30,7,Rural,Regular,85,3.74,Evening,Economy,44,184.11208970364285,0.4219,West End,0.81,0.2878,0.0475,1545111902,0.3704,0.6478,1.3064
83,7,Suburban,Gold,24,4.9,Morning,Premium,24,124.5817744544144,0.4261,Back Bay,0.14,0.0715,0.0999,1543390202,0.6481,0.3488,1.1793
27,5,Rural,Gold,2,4.3,Evening,Economy,22,60.98181721983856,0.4258,Beacon Hill,0.14,0.0713,0.2845,1543390202,0.6481,0.351,1.2164
58,21,Suburban,Gold,72,4.14,Afternoon,Economy,10,35.88598786056829,0.4255,Boston University,0.15,0.0717,0.0,1543390202,0.6481,0.3426,1.1602
32,15,Urban,Gold,67,3.76,Evening,Premium,23,132.12301879164062,0.4227,Fenway,0.15,0.0719,0.3084,1543390202,0.6481,0.3449,1.2217
76,8,Urban,Gold,40,4.68,Afternoon,Economy,157,561.5796822292014,0.4487,Financial District,0.13,0.0713,0.1739,1543390202,0.5926,0.3555,1.1939
21,9,Suburban,Regular,38,4.54,Morning,Economy,179,546.3787898746884,0.4269,Haymarket Square,0.13,0.071,0.1453,1543390202,0.6481,0.3538,1.1875
47,37,Urban,Gold,53,4.69,Night,Economy,41,147.4597413359118,0.4278,North End,0.13,0.071,0.104,1543390202,0.6296,0.3544,1.1785
33,20,Suburban,Regular,97,4.13,Morning,Premium,169,668.8922140357987,0.4264,North Station,0.13,0.071,0.0418,1543390202,0.6481,0.3522,1.1665
92,66,Rural,Silver,26,3.56,Evening,Economy,19,62.06928479024478,0.4227,Northeastern University,0.14,0.0719,0.2288,1543390202,0.6481,0.3477,1.2045
24,7,Rural,Silver,34,3.51,Afternoon,Premium,111,477.7411361723483,0.4482,South Station,0.13,0.0715,0.092,1543390202,0.5926,0.3555,1.1775
75,9,Rural,Gold,71,4.06,Night,Economy,150,411.0057654245888,0.4241,Theatre District,0.14,0.0715,0.0,1543390202,0.6481,0.3533,1.1595
89,76,Urban,Gold,35,4.8,Night,Premium,177,650.2985711974341,0.425,West End,0.14,0.071,0.0,1543390202,0.6481,0.3516,1.1594
